Spec/Specs,Price(AUD),Product summary,Product name,product description,Product Image,Product image url,Total Quantity,Current Quantity,stock change,Unit,collection,published,Unit price AUD,Unit price,Total,Ready
JDWE2301017,$39.00,Fashion Jewelry Stainless Steel starfish ocean series Hoop Earring for Women or Girls,Coogee Beach Hoops,"Indulge in the beauty of the sea with our Coogee Beach Hoops with Starfish Pendant, a stunning piece from our Ocean Collection. These elegant hoop earrings feature a delicate starfish pendant, adding a touch of timeless charm to your look. Crafted from stainless steel and plated in 18K gold, these earrings are not only hypoallergenic but also waterproof and nickel-free, ensuring durability and longevity.

Our gold plated earrings are the perfect addition to any jewelry collection, offering a versatile and sophisticated style that can be dressed up or down. The minimalist design of these hoops with a starfish pendant captures the essence of the ocean, making them a must-have accessory for any ocean lover or beach enthusiast.

Whether you're heading to the beach for a day of relaxation or dressing up for a special occasion, these gold plated earrings will elevate your look with their understated elegance. Pair them with a matching gold plated necklace or bracelet from our collection for a coordinated and chic ensemble.

At our online store, you can shop our full range of gold plated jewelry, including necklaces, bracelets, rings, and more. Our pieces are expertly crafted with attention to detail and quality, ensuring that you receive a beautiful and durable piece of jewelry that will last a lifetime.

Treat yourself or a loved one to the gift of gold plated jewelry, the perfect way to show someone you care. With our easy-to-use size guide, you can ensure you choose the right fit for any occasion. Don't miss out on our sale items and special offers – view our collection today and find the perfect piece to add to your jewelry collection.",#REF!,https://sc04.alicdn.com/kf/Ha7ab7584e1dc4f4d89035311f1d7f6eaT.jpg_100x100.jpg,6,5,-1 Glebe,Pieces,ocean,Yes,2.67,USD 1.7900,USD 10.74,Yes
JDE020385-1,$39.00,Dropshipping Geometric PVD Gold Plated Thick Hoop Earrings Wedding Stainless Steel Wide Chunky CC Hoop Earrings for Women,Chunky Charm Hoops,"Make a bold statement with our Dropshipping Geometric PVD Gold Plated Thick Hoop Earrings. These earrings are the perfect blend of trend and tradition, crafted with durable Stainless Steel and finished with a luxurious gold plating. The wide chunky CC hoops are sure to turn heads at any wedding or party.

The attention-grabbing design of these earrings sets them apart from traditional hoop earrings. The thick construction and geometric shape add a modern twist to a classic style, making them a must-have accessory for any fashion-forward individual.

Our gold plated earrings are not only stylish but also versatile. They can be dressed up for a formal event or paired with a casual outfit for a touch of elegance. The durability of the Stainless Steel ensures that these earrings will last for years to come, making them a timeless addition to your jewelry collection.

Whether you're shopping for yourself or looking for the perfect gift, these earrings are sure to impress. The gold plating gives them a luxurious look without the high price tag, making them a great value for anyone looking to add a touch of glamour to their wardrobe.

Don't miss out on the opportunity to own these statement earrings. Shop now and step into the spotlight with our Dropshipping Geometric PVD Gold Plated Thick Hoop Earrings.",#REF!,https://sc04.alicdn.com/kf/Hed8ff8eda81f415fadbab89e4165c290w.jpg_100x100.jpg,2,,Sergio to confirm -1 Glebe,Pieces,,,2.62,USD 1.7600,USD 3.52,
JDNW2303019,$39.00,Minimalist 18K Gold Plated Tassel Spine Choker Necklace Stainless Steel Fishbone Chain Necklace Bracelet Women,Clovelly Beach Necklace,"Are you a fan of sleek elegance and refined simplicity? Look no further than the Clovelly Beach Necklace from our Ocean Collection. This stunning stainless steel masterpiece features a Fishbone design, perfect for those who embrace minimalism in their accessories.

The Clovelly Beach Necklace is not only stylish, but also practical. Made from hypoallergenic stainless steel, it is safe for those with sensitive skin. It is also waterproof, making it a versatile piece that you can wear every day without worry. Plus, it is free from nickel and tarnish, ensuring that it will maintain its shine for years to come.

This necklace is a symbol of understated beauty, perfect for those who appreciate clean lines and modern design. Its Fishbone motif adds a touch of sophistication to any outfit, whether you're dressing up for a special occasion or keeping it casual for everyday wear.

If you're looking for a versatile piece of jewelry that will never go out of style, the Clovelly Beach Necklace is the perfect choice. Its minimalistic design makes it easy to pair with any outfit, and its durability ensures that it will be a long-lasting addition to your collection.

Embrace the beauty of simplicity with the Clovelly Beach Necklace. Shop now to add this timeless piece to your jewelry collection.",#REF!,https://sc04.alicdn.com/kf/Ha14f56ed5c5d4d63b4d26b15ea1e142cy.jpg_100x100.jpg,6,5,-1 glede,Pieces,ocean,Yes,2.67,USD 1.7900,USD 10.74,Yes
JDB201496,$39.00,Luxury 18K Gold Plated Stainless Steel Glass Pearl Bracelet,Sofia's Pearl Splendor,"Elevate your wrist with our exquisite Luxury 18K Gold Plated Stainless Steel Jewelry Gift Bead Chain Glass Pearl Bracelet. This stunning piece exudes timeless elegance with a modern twist, making it the perfect accessory for women who appreciate classic style with a touch of sophistication.

Crafted from high-quality stainless steel and plated with luxurious 18K gold, this bracelet is designed to stand out and make a statement. The bead chain design adds a unique and stylish flair, while the glass pearls bring a sense of refinement and grace to the piece.

Whether you're dressing up for a special occasion or simply adding a touch of glamour to your everyday look, this bracelet is sure to turn heads and garner compliments. It's the ideal gift for a loved one or a delightful treat for yourself.

Pair this bracelet with our matching gold plated earrings or necklace for a cohesive and polished ensemble. The versatility of this piece allows you to mix and match with other jewelry in your collection, creating endless styling possibilities.

Available in a range of sizes to ensure the perfect fit, our Luxury 18K Gold Plated Stainless Steel Jewelry Gift Bead Chain Glass Pearl Bracelet is a must-have addition to any jewelry lover's collection. Treat yourself or someone special to this exquisite piece and elevate your style to new heights.

Shop now to view our full range of gold plated jewelry and find the perfect pieces to complement your unique style. Experience the luxury of gold without the hefty price tag with our high-quality plated jewelry. Shop with confidence and add a touch of glamour to your look today.",#REF!,https://sc04.alicdn.com/kf/H97fb4d1a1b134241ba7f92f084626f07m.jpg_100x100.jpg,2,2,,Pieces,pearl,Yes,3.32,USD 2.2300,USD 4.46,
Bracelet one pearl,$39.00,INS 18k Gold Plated Stainless Steel Figaro Chain Bracelets For Women Freshwater Baroque Pearl Bracelet,Suzy Bracelet,"Elevate your everyday look with our INS 18k Gold Plated Stainless Steel Figaro Chain Bracelets. The exquisite craftsmanship of these bracelets showcases a perfect blend of classic elegance and modern style. The gold plating adds a touch of luxury, making it a versatile piece that can be worn for any occasion.

The addition of the Freshwater Baroque Pearl Bracelet enhances the overall charm of the bracelet, giving it a timeless appeal. The lustrous pearls complement the gold plating beautifully, creating a sophisticated and classy look. Whether you're dressing up for a special event or simply adding a touch of elegance to your everyday outfit, this bracelet is the perfect accessory.

Our INS 18k Gold Plated Stainless Steel Figaro Chain Bracelets are designed to be durable and long-lasting, ensuring that you can enjoy them for years to come. The high-quality materials used in the construction of these bracelets make them a valuable addition to your jewelry collection.

With its adjustable size, this bracelet is suitable for any wrist size, making it a great gift for yourself or a loved one. The timeless design and versatile style make it a must-have accessory for any jewelry lover.

Shop now and add a touch of sophistication to your look with our INS 18k Gold Plated Stainless Steel Figaro Chain Bracelets. Make a statement with the perfect gold plated jewelry that will elevate your style to the next level.",#REF!,https://sc04.alicdn.com/kf/H6a092d8909bf49a0b6444a4019eb71d6s.jpg_100x100.jpg,2,2,,Pieces,pearl,Yes,3.34,USD 2.2400,USD 4.48,
JDWB2302004,$39.00,18K Gold Plated Stainless Steel Bracelet Jewelry Set Charm Natural Stone Choker Necklace Set for Women,Palm Beach Bracelet,"Elevate your wrist with the stunning Palm Beach Bracelet from our Ocean Collection. This elegant piece is made from high-quality stainless steel and features a beautiful natural stone, creating a simple yet sophisticated look. The bracelet is hypoallergenic, waterproof, and free from nickel and tarnish, making it perfect for everyday wear.

The Palm Beach Bracelet is the perfect addition to any jewelry collection, adding a touch of natural allure to any ensemble. The sleek design and high-quality materials make it a versatile piece that can be dressed up or down for any occasion. Whether you're heading to a formal event or just running errands, this bracelet is sure to make a statement.

In addition to its beauty, the Palm Beach Bracelet is also durable and long-lasting, ensuring that you can enjoy wearing it for years to come. The natural stone adds a unique touch to the piece, making it a standout accessory that will garner compliments wherever you go.

If you're looking to add a touch of luxury to your jewelry collection, the Palm Beach Bracelet is the perfect choice. Its timeless design and high-quality materials make it a must-have accessory for any fashion-forward individual. Treat yourself or a loved one to this stunning bracelet today and elevate your style to new heights.

Don't miss out on the opportunity to own this exquisite piece of jewelry. Shop now to view our full collection and find the perfect gold plated bracelet for yourself or as a gift for someone special.",#REF!,https://s.alicdn.com/@sc04/kf/H61426005c81b40d48dd7b7c59b5d67b8V.jpg_960x960.jpg,6,6,,Pieces,ocean,Yes,3.32,2.23,,Yes
JDEW2307050-1,$44.00,Bead Chain Pearl Pendant Tassel Earring 18K PVD Gold Plated Stainless Steel,Naty's Opulent Dream Earrings,"Indulge in the exquisite allure of our Bead Chain Tassel Elegance earrings, meticulously crafted from 18k PVD gold-plated stainless steel. These stunning earrings are not only hypoallergenic but also waterproof, ensuring both style and comfort for the modern woman on-the-go. The intricate design features a pearl pendant and tassel detail that adds a touch of glamour and sophistication to any outfit.

The perfect blend of fashion and functionality, these earrings are a must-have addition to your jewelry collection. The durable construction of the stainless steel ensures longevity, while the gold plating exudes a luxurious shine that will elevate any look. Whether you're dressing up for a special occasion or adding a touch of elegance to your everyday style, these earrings are the ideal accessory.

The impeccable craftsmanship of the Bead Chain Tassel Elegance earrings is evident in every detail, from the intricate bead chain design to the flawless finish. The versatility of these earrings makes them a versatile option for any outfit, whether you're wearing them to a formal event or simply to add a touch of glamour to your everyday look.

Embrace the beauty of our Bead Chain Tassel Elegance earrings and experience the perfect combination of style and comfort. Shop now and treat yourself to a timeless piece of jewelry that will enhance your wardrobe for years to come. Add these earrings to your collection today and discover the allure of gold-plated jewelry that is both elegant and practical.",#REF!,https://sc04.alicdn.com/kf/H214d4b22d7254f7b98601471f60d51bfM.jpg_100x100.jpg,6,4,-1 Natalia -1 Glebe,Pieces,pearl,Yes,3.99,USD 2.6800,USD 16.08,
JDE202257-BE,$44.00,18k Gold Plated Turquoise Hollow Evil Eyes Tarnish Free Stainless Steel Drop Earrings For Gift,Turquoise Evil Eyes Drops,"Add a touch of mystique to your ensemble with our Turquoise Evil Eyes Drops earrings. Crafted from 18k gold-plated stainless steel, these earrings feature hollow evil eyes with turquoise accents, perfect for warding off negativity and adding a pop of color to your outfit. The tarnish-free design ensures durability, making these earrings a long-lasting addition to your jewelry collection.

These stylish and versatile earrings are perfect for women who want to make a bold statement with their accessories. The unique design of the evil eyes adds an element of intrigue to any look, making them the perfect conversation starter. Whether you're dressing up for a special occasion or adding a touch of flair to your everyday style, these earrings are sure to turn heads.

Pair these Turquoise Evil Eyes Drops earrings with other gold-plated jewelry for a coordinated look, or mix and match with different pieces for a more eclectic vibe. The lightweight design makes them comfortable to wear all day long, while the turquoise accents add a touch of bohemian charm.

Whether you're looking for the perfect gold plated earrings to elevate your look or searching for a unique gift for a loved one, these Turquoise Evil Eyes Drops earrings are sure to impress. Shop now to add a touch of protection and style to your jewelry collection.",#REF!,https://sc04.alicdn.com/kf/H4ae14f1b6646449f92d826a7ba59bfe2l.jpg_100x100.jpg,4,3,-1 Glebe,Pieces,,,3.32,USD 2.2300,USD 8.92,
JDE201867-GN,$44.00,18K Gold Plated Stainless Steel Green Cubic ZirconiaJewelry CC Shaped Twist Earrings for women,CC Shaped Twist Earrings,"Elevate your style effortlessly with our CC Shaped Twist Earrings - the perfect gold plated earrings to showcase your unique sense of fashion. Crafted from 18k gold-plated stainless steel, these earrings feature stunning green cubic zirconia stones that add a touch of elegance to any outfit. The twist design adds a modern flair, making these earrings a must-have accessory for any fashion-forward woman.

Not only are these earrings stylish, but they are also durable and long-lasting. The waterproof feature ensures that your earrings will maintain their shine and beauty for years to come. Whether you're heading to a special event or just want to add a pop of color to your everyday look, these earrings are sure to make a statement.

The CC Shaped Twist Earrings are versatile and can be worn with a variety of outfits, from casual to formal. Pair them with a simple white blouse and jeans for a chic daytime look, or wear them with a little black dress for a night out on the town. These earrings are the perfect way to add a touch of glamour to any ensemble.

Whether you're treating yourself or looking for the perfect gift for a loved one, these gold plated earrings are sure to impress. Shop now and add these stunning earrings to your jewelry collection. With their timeless design and high-quality materials, these earrings are a versatile accessory that you'll reach for time and time again. Make a statement with our CC Shaped Twist Earrings and unleash your style today!",#REF!,https://sc04.alicdn.com/kf/H97766a9aff3241148f1f3edee3655134Z.jpg_100x100.jpg,6,6,,Pieces,,,4.72,USD 3.1700,USD 19.02,
Opal,$44.00,New Trend Lapis Jade Opal Freshwater Pearl Huggie Earrings semi-precious stone Hoop Earring,Opal Essence Huggies,"Step into the latest trend with our exquisite Lapis Jade Opal Freshwater Pearl Huggie Earrings. These stunning hoop earrings are adorned with a beautiful combination of semi-precious stones, creating a unique blend of elegance and bohemian charm. Perfect for those who appreciate the beauty of nature in their everyday style, these earrings are a must-have accessory.

Crafted with attention to detail, these earrings feature a delicate design that is both eye-catching and sophisticated. The lapis jade opal stones add a pop of color to any outfit, while the freshwater pearls bring a touch of timeless elegance. Whether you're dressing up for a special occasion or simply adding a touch of glamour to your everyday look, these earrings are sure to turn heads.

Made with high-quality materials, these earrings are not only stylish but also durable. The gold plating adds a touch of luxury, making them the perfect accessory for any outfit. Whether you're wearing them to a formal event or to add a touch of sparkle to your casual attire, these earrings are versatile enough to suit any occasion.

Don't miss out on the opportunity to add these stunning Lapis Jade Opal Freshwater Pearl Huggie Earrings to your jewelry collection. Whether you're treating yourself or looking for the perfect gift for a loved one, these earrings are sure to impress. Shop now and experience the beauty and sophistication of our latest collection.",#REF!,https://sc04.alicdn.com/kf/H0feee0f6bde048c0a93a392e420322eav.jpg_100x100.jpg,1,1,,Pieces,,,2.97,USD 1.9900,USD 1.99,
Rose Quartz,$44.00,New Trend Lapis Jade Opal Freshwater Pearl Huggie Earrings semi-precious stone Hoop Earring,Gemstone Serenity Huggies,"Elevate your style with our stunning Rose Quartz Huggie Earrings, featuring a beautiful combination of Lapis, Jade, Opal, and Freshwater Pearl. These semi-precious stone Hoop Earrings are the perfect addition to your jewelry collection, bringing a touch of serenity and elegance to any outfit.

Crafted with care and attention to detail, these earrings are not only stylish but also versatile. The soft pink hues of the Rose Quartz paired with the vibrant colors of the other stones create a harmonious and eye-catching look. Whether you're dressing up for a special occasion or simply adding a pop of color to your everyday ensemble, these earrings are sure to make a statement.

Made with high-quality materials, these earrings are plated in gold for a luxurious finish. The gold plating adds a touch of sophistication and elevates the overall look of the earrings. The huggie style is perfect for those who prefer a snug fit that hugs the earlobe comfortably.

These Rose Quartz Huggie Earrings make a thoughtful gift for a loved one or a special treat for yourself. The timeless design and beautiful stones ensure that they will be cherished for years to come. Whether you're shopping for a birthday, anniversary, or just because, these earrings are the perfect choice.

Don't miss out on the latest trend in jewelry. Shop our Rose Quartz Huggie Earrings today and add a touch of serenity to your style. View our full collection of gold plated earrings and find the perfect piece to complement your look.",#REF!,https://s.alicdn.com/@sc04/kf/Ha694b045d6eb4648bed44233e3524658Q.jpg_720x720q50.jpg,1,1,,Pieces,,,2.97,1.99,,
