ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalogue","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: rank_math_internal_links_processed","Meta: site-sidebar-layout","Meta: site-content-layout","Meta: theme-transparent-header-meta","Meta: _yoast_wpseo_content_score","Meta: _wxr_import_user_slug","Meta: _astra_sites_imported_post","Meta: _astra_sites_enable_for_batch","Meta: _yoast_wpseo_primary_product_cat","Meta: yikes_woo_products_tabs","Meta: _uag_css_file_name","Meta: rank_math_seo_score","Meta: cartflows_redirect_flow_id","Meta: cartflows_add_to_cart_text","Meta: _uf_disable_surveys","Meta: rank_math_primary_product_cat","Meta: ast-site-content-layout","Meta: site-content-style","Meta: site-sidebar-style","Meta: astra-migrate-meta-layouts"
6148,simple,JDN20672,"Twisted Rope Charm",1,0,visible,,"Make a statement with our Dainty PVD 18K Gold Plated Twisted Rope Unisex Chain Necklace. The hip-pop custom jewelry is perfect for daily wear, adding a touch of glamour to your look. Crafted with precision, this necklace is a versatile accessory that complements any style.",,,taxable,,1,5,,0,0,,,,,1,,,39,"Gold Plated Necklace",,,http://kaserjewellery.com.au/wp-content/uploads/JDN20672.jpg,,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6149,simple,JDBW2306016,"Evil Turquoise Dangles",1,0,visible,,"Modern and stylish, these gold-plated earrings feature soft pink gemstone pendants that add a touch of contemporary elegance to any ensemble. The vibrant gold plating complements the subtle pink hue, creating an eye-catching accessory perfect for adding a splash of color to your look. Designed for versatility, they can be paired with both formal and casual attire, making them a great addition to any fashion jewelry collection. The earrings combine durable craftsmanship with a fashionable design, ensuring they remain a favorite for years. They are ideal for anyone looking to enhance their accessory options with",,,taxable,,1,5,,0,0,,,,,1,,,35,"Gold Plated Bracelet",,,"http://kaserjewellery.com.au/wp-content/uploads/JDBW2306016-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDBW2306016-2.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:250:""Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked."";}}",,11,,,,92,default,default,default,set
6150,simple,JDE201584,"Mary's Enchanted Pearls",1,0,visible,,"Elevate your party look with our Pearl Bliss Huggies, featuring 18k gold-plated stainless steel and freshwater pearl pendants. These waterproof earrings boast a timeless design, blending sophistication and style for women who crave elegance in their accessories. Perfect for any occasion, the huggie style ensures a secure fit, making them a must-have in your jewelry collection. Shine bright and stand out with these exquisite pearl huggie earrings that effortlessly complement your fashion-forward taste.",,,taxable,,1,5,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDE201584-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE201584.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6150.css,,,,,,,,,
6151,simple,JDE202156,"Twist Series Fashion",1,0,visible,,"These luxuriously twisted gold-plated earrings are the epitome of refined elegance. Their intricate design and shiny finish make them a standout accessory, ideal for enhancing any outfit with a touch of sophistication. Crafted with high-quality gold plating, these earrings ensure durability and a long-lasting luster that complements any wardrobe. The twisted pattern catches the light beautifully, creating a dazzling effect that is both subtle and striking. These earrings are perfect for those who appreciate timeless design and quality craftsmanship. They make an excellent addition to any gold jewelry collection, providing a classic touch that never goes out of style.",,,taxable,,1,6,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDE202156-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE202156-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE202156-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE202156-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE202156.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6152,simple,JDEW2306037-BL,"Blue Devil's Eye Drops",1,0,visible,,"These elegant gold-plated earrings feature a central aqua gemstone surrounded by small gold beads and tiny turquoise stones, creating a regal appearance. Ideal as a perfect gift, these earrings blend timeless elegance with great quality, making them a lovely addition to any gold jewelry collection. Shipping options guarantee delivery within 1-2 business days.",,,taxable,,1,4,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDEW2306037-BL-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDEW2306037-BL-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDEW2306037-BL-3.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6153,simple,JDNW2307016,"Coogee Beach Necklace",1,0,visible,,"A sleek gold-plated necklace featuring a starfish pendant, perfect for adding a touch of ocean-inspired elegance to any outfit. This lovely necklace is an excellent gift choice and a timeless addition to any necklace collection, complete with a jewelry box and efficient shipping within 1-2 business days.",,,taxable,,1,1,,0,0,,,,,1,,,39,"Gold Plated Necklace",,,"http://kaserjewellery.com.au/wp-content/uploads/JDNW2307016-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDNW2307016-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDNW2307016-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDNW2307016-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDNW2307016.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6154,simple,JDNW2307015,"Bondi Beach Shell Necklace",1,0,visible,,"Embrace luxury with our Bondi Beach Necklace. The moissanite gold necklace adds a touch of opulence to your ensemble. Elevate your style with this chic and sophisticated accessory, perfect for special occasions or everyday glamour.",,,taxable,,1,6,,0,0,,,,,1,,,39,"Gold Plated Earring",,,http://kaserjewellery.com.au/wp-content/uploads/JDNW2307015-4.jpg,,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:250:""Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked."";}}",,14,,,,90,default,default,default,set
6155,simple,JDE2023297,"Bondi Beach Hoops",1,0,visible,,"Introducing the Bondi Beach Hoops with Conch Pendant, a sublime creation from our Ocean Collection. These stainless steel earrings exude delicate beauty, perfect for everyday wear or evening elegance. Plated in 18K gold, these hoops are hypoallergenic, waterproof, and nickel-free, ensuring both style and comfort.",,,taxable,,1,6,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDE2023297-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE2023297-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE2023297-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE2023297.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6155.css,,,,,,,,,
6156,simple,JDE201799,"Julia's Radiant Tassel Hoops",1,0,visible,,"These elegant gold-plated earrings feature a classic hoop design enhanced with a string of delicate pearls that gracefully dangle. Perfect as a timeless gift, they exude sophistication and are a wonderful addition to any jewelry box. The pearls add a touch of class and are secured by a fine gold plating, ensuring they maintain their lustre over time. These earrings offer great quality and durability, making them an ideal choice for daily wear or special occasions. Their simplicity and elegance make them a staple piece for any gold jewelry collection, ready to match any outfit with their lovely finish.",,,taxable,,1,3,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDE201799-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE201799-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE201799-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE201799-4.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6157,simple,JDE201586,"Pink Rhombus Huggies",1,0,visible,,"Make a statement with our Pink Rhombus Huggies - 18k gold double-plated stainless steel earrings featuring a natural stone pendant. The huggie design ensures a secure fit, while the pink rhombus adds a pop of color and elegance. Elevate your look with these stylish and durable earrings, perfect for women who want to stand out with their accessories.",,,taxable,,1,6,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDE201586-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE201586-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE201586-3.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6158,simple,JDWN2302003,"Palm Beach Necklace",1,0,visible,,"This gold-plated necklace features a delicate chain interspersed with multicolored gemstones, exuding a chic and fashionable vibe. It's a lovely necklace from our new arrivals that promises timeless elegance. The gemstone necklaces segment includes a secure clasp and comes in a jewelry box, making it a perfect gift. This pendant necklace part of our necklace collection highlights great quality with gold pendants and ensures efficient shipping options within 1-2 business days, backed by a 30-day money back guarantee.",,,taxable,,1,4,,0,0,,,,,1,,,39,"Gold Plated Necklace",,,"http://kaserjewellery.com.au/wp-content/uploads/JDWN2302003-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDWN2302003.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6159,simple,JDNP791-1,"Suzy's Dazzling Double Pearl Choker",1,0,visible,,"This statement necklace with a thick chain and heart pendant exudes bold charm and is coated with high-quality gold plating. It's an essential part of any fashion jewelry collection, offering timeless elegance and great quality. Comes with a 30-day money-back guarantee and efficient 1-2 business day shipping.",,,taxable,,1,4,,0,0,,,,,1,,,39,"Gold Plated Necklace",,,"http://kaserjewellery.com.au/wp-content/uploads/JDNP791-1-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDNP791-1-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDNP791-1-3.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6160,simple,JDN2305038,"Fritillaria Heart Pendant",1,0,visible,,"A simple yet stunning gold-plated necklace with a heart pendant, this piece combines timeless elegance and fashion sensibility. It’s an excellent addition to any lovely necklace collection, making it a perfect gift. The necklace includes a 60-day replacement policy and efficient shipping options.",,,taxable,,1,6,,0,0,,,,,1,,,39,"Gold Plated Necklace",,,"http://kaserjewellery.com.au/wp-content/uploads/JDN2305038-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDN2305038-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDN2305038-3.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6160.css,,,,,,,,,
6161,simple,JDEW2305028-GN,"Palm Beach Earrings",1,0,visible,,"Introducing the Palm Beach Earring, a luxurious addition to our Ocean Collection. Crafted with 18K gold-plated stainless steel, these earrings feature turquoise and lapis lazuli, capturing the essence of the ocean's vibrant hues. Hypoallergenic, waterproof, and free from nickel and tarnish, these earrings are a celebration of elegance and natural beauty.",,,taxable,,1,3,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDEW2305028-GN-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDEW2305028-GN-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDEW2305028-GN-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDEW2305028-GN.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6162,simple,JDE2023245-WT,"Celestial Radiance Hoops",1,0,visible,,"These circular gold-plated earrings are meticulously encrusted with sparkling stones, presenting a spectacular display of elegance and craftsmanship. The high-quality stones are arranged to maximize their reflective properties, ensuring that they catch the light and sparkle brilliantly. These earrings are perfect for those who appreciate glamorous and eye-catching accessories. The gold plating is",,,taxable,,1,4,,0,0,,,,,1,,,30,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/JDE2023245-WT-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE2023245-WT-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE2023245-WT-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/JDE2023245-WT-4.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6162.css,,,,,,,,,
6163,simple,CONJUNTO-011,CONJUNTO-011,1,0,visible,,"This elegant set features a gold-plated necklace with a thick chain and a large, red gemstone pendant, accompanied by matching stud earrings. This lovely necklace and earring set exemplifies timeless elegance and is a perfect gift for enhancing any necklace collection. The high-quality gold plating ensures durability and a luxurious finish, making it a standout piece in our gemstone necklaces category. Offered with efficient shipping options, it also comes with a 30-day money-back guarantee and is delivered in a protective jewelry box.",,,taxable,,1,4,,0,0,,,,,1,,,59,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/conjunto-011-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-011-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-011-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-011-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-011-5.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-011-6.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6163.css,,,,,,,,,
6164,simple,CONJUNTO-012,CONJUNTO-012,1,0,visible,,"This exquisite gold-plated necklace and earring set features classic round pendants that exude timeless elegance, making it a perfect gift for any jewelry enthusiast. The delicate gold plating adds a layer of sophistication, ensuring the pieces will remain cherished parts of any collection. This set is ideal for those looking to add a touch of glamour to their ensemble, suitable for both formal events and everyday elegance. With a 60-day replacement policy, this set promises durability and satisfaction, making it a valuable addition to any jewelry box.",,,taxable,,1,2,,0,0,,,,,1,,,59,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/conjunto-012-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-012-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-012-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-012-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-012-5.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6164.css,,,,,,,,,
6165,simple,CONJUNTO-096,CONJUNTO-096,1,0,visible,,"This striking gold-plated statement necklace features a thick chain with a bold, rectangular gemstone-encrusted pendant that captures attention. Ideal for those who appreciate standout pieces, it enhances any outfit with a touch of glamour. The gold plating ensures a long-lasting shine, complementing the sparkling gemstones that add a luxurious feel. Perfect for special occasions or as a centerpiece in a necklace collection, it comes with efficient shipping options, ensuring delivery within 1-2 business days. This piece is a testament to great quality and fashion-forward design, making it a must-have in any fashion jewelry collection.",,,taxable,,1,1,,0,0,,,,,1,,,59,"Gold Plated Necklace",,,"http://kaserjewellery.com.au/wp-content/uploads/conjunto-096-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-096-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-096-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-096-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-096-5.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-096-6.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-096-7.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6165.css,,,,,,,,,
6166,simple,CONJUNTO-118,CONJUNTO-118,1,0,visible,,"This beautiful necklace with blue gemstone pendants offers an exquisite addition to any gold jewelry collection. The fine gold plating enhances the vivid blue of the gemstones, creating a stunning visual contrast that is both eye-catching and elegant. Designed for versatility, it can be worn as a statement piece or a subtle complement to any outfit. Its quality craftsmanship ensures longevity and durability, making it a reliable choice for both daily wear and special occasions. Shipped within 1-2 business days, this necklace is not only a lovely necklace but also comes with the promise of efficiency and satisfaction.",,,taxable,,1,1,,0,0,,,,,1,,,59,"Gold Plated Necklace",,,"http://kaserjewellery.com.au/wp-content/uploads/conjunto-118-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-118-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-118-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-118-4.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6166.css,,,,,,,,,
6167,simple,CONJUNTO-128,CONJUNTO-128,1,0,visible,,"This charming set includes a gold-plated necklace and matching earrings, both adorned with heart-shaped pendants that radiate love and elegance. The gold plating enriches the overall aesthetic, offering a polished finish that brings out the sparkle in each piece. Ideal for gifting, this set epitomizes timeless elegance and is suitable for anniversaries, birthdays, or as a treat to oneself. The design integrates well with both modern and traditional attire, making it versatile. Accompanied by a 30-day money-back guarantee, this set offers peace of mind and ensures customer satisfaction with every purchase.",,,taxable,,1,2,,0,0,,,,,1,,,59,"Gold Plated Earring",,,"http://kaserjewellery.com.au/wp-content/uploads/conjunto-128-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-128-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-128-3.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-128-4.jpg, http://kaserjewellery.com.au/wp-content/uploads/conjunto-128.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",,,,,,,,,,
6168,simple,GARGANTILHA-271,GARGANTILHA-271,1,0,visible,,"This intricately designed gold-plated necklace features elegant gold pendants that dangle gracefully from a finely crafted chain. Each pendant is meticulously crafted, reflecting sophisticated artistry that complements the luxurious gold plating. This necklace is an excellent choice for those who value traditional design with a contemporary twist. It fits beautifully within any jewelry collection, enhancing both casual and formal outfits with its refined charm. The great quality and stylish design are evident in every link and pendant, offering a jewelry piece that promises to captivate and enchant.",,,taxable,,1,2,,0,0,,,,,1,,,39,"Gold Plated Necklace",,,"http://kaserjewellery.com.au/wp-content/uploads/gargantilha-271-1.jpg, http://kaserjewellery.com.au/wp-content/uploads/gargantilha-271-2.jpg, http://kaserjewellery.com.au/wp-content/uploads/gargantilha-271-3.jpg",,,,,,,,,0,1,default,default,default,30,ramak,1,1,,"a:1:{i:0;a:3:{s:5:""title"";s:19:""Shipping and Return"";s:2:""id"";s:19:""shipping-and-return"";s:7:""content"";s:257:""<p>Enjoy swift delivery via AU Post from Sydney in just 2-7 business days. Take advantage of our flat rate shipping fee of $9.95, or enjoy free shipping on orders over $69. Plus, benefit from our hassle-free 30-day return policy with no questions asked.</p>"";}}",uag-css-6168.css,,,,,,,,,
